ato,source_act,amended_act,carrier_article,carrier_section,provision_type,mechanism,screening_confidence,intermediary_validated,matched_pattern,matched_keyword,evidence_text
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 1,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,assurance (engagement|opinion|provider|services),assurance services,“independent assurance services provider” means a conformity assessment body accredited in accordance with Regulation (EC) No 765/2008 of the European Parliament and of the Council (*26) for the specific conformity assessment activity referred to in point (aa) of the second subparagraph of Article 34(1) of Directive 2013/34/EU.
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 6,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,"1. Without prejudice to Article 11, a natural person may be approved to carry out a statutory audit only after having attained university entrance or equivalent level, then completed a course of theoretical instruction, undergone practical training and passed an examination of professional competence of university final or equivalent examination level, organised or recognised by the Member State concerned."
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 6,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"2. A natural person may, in addition to the approval to carry out statutory audits provided for in paragraph 1 of this Article, be approved to carry out the assurance of sustainability reporting when the additional specific requirements of Article 7(2), Article 8(3), the second subparagraph of Article 10(1) and the fourth subparagraph of Article 14(2) of this Directive are met."
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 6,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audits,"2. A natural person may, in addition to the approval to carry out statutory audits provided for in paragraph 1 of this Article, be approved to carry out the assurance of sustainability reporting when the additional specific requirements of Article 7(2), Article 8(3), the second subparagraph of Article 10(1) and the fourth subparagraph of Article 14(2) of this Directive are met."
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 6,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"3. The competent authorities referred to in Article 32 shall cooperate with each other with a view to achieving a convergence of the requirements set out in this Article. When engaging in such cooperation, those competent authorities shall take into account developments in auditing and in the audit profession and, in particular, convergence that has already been achieved by the profession. They shall cooperate with the Committee of European Auditing Oversight Bodies (CEAOB) and the competent aut"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 6,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,auditing,"3. The competent authorities referred to in Article 32 shall cooperate with each other with a view to achieving a convergence of the requirements set out in this Article. When engaging in such cooperation, those competent authorities shall take into account developments in auditing and in the audit profession and, in particular, convergence that has already been achieved by the profession. They shall cooperate with the Committee of European Auditing Oversight Bodies (CEAOB) and the competent aut"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\baudit\w*,audit,1. The examination of professional competence referred to in Article 6 shall guarantee the necessary level of theoretical knowledge of subjects relevant to statutory audit and the ability to apply such knowledge in practice. At least part of that examination shall be written.
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"2. In order for the statutory auditor to also be approved to carry out the assurance of sustainability reporting, the examination of professional competence referred to in Article 6 shall guarantee the necessary level of theoretical knowledge of subjects relevant to the assurance of sustainability reporting and the ability to apply such knowledge in practice. At least part of that examination shall be written.’;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"2. In order for the statutory auditor to also be approved to carry out the assurance of sustainability reporting, the examination of professional competence referred to in Article 6 shall guarantee the necessary level of theoretical knowledge of subjects relevant to the assurance of sustainability reporting and the ability to apply such knowledge in practice. At least part of that examination shall be written.’;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"‘3. In order for the statutory auditor to also be approved to carry out the assurance of sustainability reporting, the test of theoretical knowledge referred to in paragraph 1 shall also cover at least the following subjects:"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"‘3. In order for the statutory auditor to also be approved to carry out the assurance of sustainability reporting, the test of theoretical knowledge referred to in paragraph 1 shall also cover at least the following subjects:"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,legal requirements and standards relating to the preparation of annual and consolidated sustainability reporting;
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,legal requirements and assurance standards for the sustainability reporting referred to in Article 26a.’;
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,low,0,\bassurance\b,assurance,legal requirements and assurance standards for the sustainability reporting referred to in Article 26a.’;
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reportar,high,0,sustainability reporting,sustainability reporting,"‘In order for the statutory auditor or the trainee to also be approved to carry out the assurance of sustainability reporting, at least eight months of the practical training referred to in the first subparagraph shall be on the assurance of annual and consolidated sustainability reporting or on other sustainability-related services.’;"
csrd,32022L2464,Amendments to Directive 2006/43/EC,‘Article 7,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditoria,high,0,statutory auditor,statutory auditor,"‘In order for the statutory auditor or the trainee to also be approved to carry out the assurance of sustainability reporting, at least eight months of the practical training referred to in the first subparagraph shall be on the assurance of annual and consolidated sustainability reporting or on other sustainability-related services.’;"
