screening_id,source_celex,amended_act,article,carrier_section,provision_type,candidate_mechanism,semantic_role,matched_pattern,matched_keyword,screening_confidence,evidence_text
SCR-00509,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,assurance,low,‘The obligation to inform provided for in the first subparagraph shall also apply to the assurance of sustainability reporting.’;
SCR-00510,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,‘The first subparagraph shall also apply to the assurance of sustainability reporting.’;
SCR-00511,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\bassurance\b,assurance,low,‘The first subparagraph shall also apply to the assurance of sustainability reporting.’;
SCR-00512,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,‘4a. Member States may allow the functions assigned to the audit committee relating to sustainability reporting and relating to the assurance of sustainability reporting to be performed by the administrative or supervisory body as a whole or by a dedicated body established by the administrative or supervisory body.’;
SCR-00513,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audit,low,‘4a. Member States may allow the functions assigned to the audit committee relating to sustainability reporting and relating to the assurance of sustainability reporting to be performed by the administrative or supervisory body as a whole or by a dedicated body established by the administrative or supervisory body.’;
SCR-00514,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"inform the administrative or supervisory body of the audited entity of the outcome of the statutory audit and, where applicable, of the outcome of the assurance of sustainability reporting and explain how the statutory audit and the assurance of sustainability reporting contributed to the integrity of financial reporting and sustainability reporting respectively, and what the role of the audit committee was in that process;"
SCR-00515,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audited,low,"inform the administrative or supervisory body of the audited entity of the outcome of the statutory audit and, where applicable, of the outcome of the assurance of sustainability reporting and explain how the statutory audit and the assurance of sustainability reporting contributed to the integrity of financial reporting and sustainability reporting respectively, and what the role of the audit committee was in that process;"
SCR-00516,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"monitor the financial and, where applicable, sustainability reporting process, including the electronic reporting process as referred to in Article 29d of Directive 2013/34/EU and the process carried out by the undertaking to identify the information reported in accordance with the sustainability reporting standards adopted pursuant to Article 29b of that Directive, and submit recommendations or proposals to ensure their integrity;"
SCR-00517,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"monitor the effectiveness of the undertaking’s internal quality control and risk management systems and, where applicable, its internal audit, regarding the financial reporting and, where applicable, sustainability reporting of the undertaking, including its electronic reporting process as referred to in Article 29d of Directive 2013/34/EU, without breaching its independence;"
SCR-00518,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audit,low,"monitor the effectiveness of the undertaking’s internal quality control and risk management systems and, where applicable, its internal audit, regarding the financial reporting and, where applicable, sustainability reporting of the undertaking, including its electronic reporting process as referred to in Article 29d of Directive 2013/34/EU, without breaching its independence;"
SCR-00519,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"monitor the statutory audit of the annual and consolidated financial statements and, where applicable, the assurance of the annual and consolidated sustainability reporting, in particular its performance, taking into account any findings and conclusions by the competent authority pursuant to Article 26(6) of Regulation (EU) No 537/2014;"
SCR-00520,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,mechanism,\baudit\w*,audit,low,"monitor the statutory audit of the annual and consolidated financial statements and, where applicable, the assurance of the annual and consolidated sustainability reporting, in particular its performance, taking into account any findings and conclusions by the competent authority pursuant to Article 26(6) of Regulation (EU) No 537/2014;"
SCR-00521,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,statutory auditor,statutory auditor,high,"review and monitor the independence of the statutory auditors or the audit firms in accordance with Articles 22, 22a, 22b, 24a, 24b, 25b, 25c and 25d of this Directive and with Article 6 of Regulation (EU) No 537/2014, and in particular the appropriateness of the provision of non-audit services to the audited entity in accordance with Article 5 of that Regulation;’;"
SCR-00522,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"‘1. The competent authorities of a Member State shall, in accordance with Articles 15, 16 and 17 of this Directive, register every third-country auditor and audit entity, where that third-country auditor or audit entity provides an audit report concerning the annual or consolidated financial statements, or, where applicable, an assurance report concerning the annual or consolidated sustainability reporting of an undertaking incorporated outside the Union whose transferable securities are admitte"
SCR-00523,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,auditing,actor,(EU ETS )?(lead )?auditor,auditor,high,"‘1. The competent authorities of a Member State shall, in accordance with Articles 15, 16 and 17 of this Directive, register every third-country auditor and audit entity, where that third-country auditor or audit entity provides an audit report concerning the annual or consolidated financial statements, or, where applicable, an assurance report concerning the annual or consolidated sustainability reporting of an undertaking incorporated outside the Union whose transferable securities are admitte"
SCR-00524,32022L2464,Amendments to Directive 2006/43/EC,‘Article 36a,TRANSITIONAL AND FINAL PROVISIONS ’;,article,reporting,mechanism,sustainability reporting,sustainability reporting,high,"‘4. Without prejudice to Article 46, audit reports concerning annual accounts or consolidated accounts or, where applicable, the assurance reports concerning annual or consolidated sustainability reporting referred to in paragraph 1 of this Article issued by third-country auditors or audit entities that are not registered in the Member State shall have no legal effect in that Member State."
